Date,Products,Cost,Revenue,Profit
18-11-2015,Helmets,805,866,
26-12-2015,Tires and Tubes,100,117,
26-12-2015,Tires and Tubes,870,933,
09-09-2015,Bike Stands,318,388,
23-02-2016,Gloves,245,262,
22-04-2016,Gloves,269,344,
23-04-2016,Gloves,637,782,
09-05-2016,Gloves,588,719,
12-05-2015,Mountain Bikes,2049,1812,
10-06-2015,Mountain Bikes,2071,1986,
21-06-2015,Mountain Bikes,2071,1847,
18-11-2015,Mountain Bikes,565,525,
28-11-2015,Mountain Bikes,2320,2095,
30-11-2015,Mountain Bikes,565,488,
15-04-2016,Cleaners,231,298,
28-06-2016,Cleaners,167,198,
31-08-2015,Cleaners,56,55,
13-02-2016,Touring Bikes,2384,2500,
13-02-2016,Helmets,455,537,
09-05-2016,Touring Bikes,2384,2473,
09-05-2016,Helmets,560,619,
15-10-2015,Helmets,350,407,
30-12-2015,Helmets,525,638,
07-01-2016,Gloves,220,304,
26-02-2016,Gloves,269,282,
25-03-2016,Gloves,637,786,
31-05-2016,Gloves,245,281,
26-06-2016,Road Bikes,1120,1169,
22-01-2015,Road Bikes,2182,1887,
29-01-2015,Road Bikes,2182,2171,
31-01-2015,Road Bikes,2182,2153,
24-04-2015,Road Bikes,783,711,
22-05-2016,Touring Bikes,2384,2362,
24-01-2016,Road Bikes,540,526,
08-05-2015,Road Bikes,1000,930,
16-05-2015,Road Bikes,1000,847,
19-06-2015,Road Bikes,783,791,
15-12-2015,Road Bikes,540,495,
12-05-2016,Touring Bikes,2384,2375,
25-06-2016,Touring Bikes,2384,2328,
17-06-2016,Gloves,24,30,
28-06-2016,Gloves,98,133,
31-05-2016,Tires and Tubes,44,56,
31-05-2016,Tires and Tubes,537,639,
31-05-2016,Helmets,140,184,
31-05-2016,Gloves,539,629,
06-07-2016,Jerseys,216,255,
01-08-2015,Jerseys,1350,1612,
23-12-2015,Jerseys,1080,1226,
14-05-2016,Cleaners,231,312,
23-01-2016,Tires and Tubes,86,107,
23-01-2016,Tires and Tubes,16,20,
23-01-2016,Tires and Tubes,64,80,
27-01-2016,Tires and Tubes,150,185,
28-01-2016,Tires and Tubes,280,330,
28-01-2016,Tires and Tubes,20,24,
28-01-2016,Tires and Tubes,64,83,
12-02-2016,Tires and Tubes,41,52,
23-04-2016,Tires and Tubes,76,102,
23-04-2016,Tires and Tubes,293,345,
08-05-2016,Tires and Tubes,630,806,
08-05-2016,Tires and Tubes,90,105,
08-05-2016,Tires and Tubes,5,6,
15-05-2016,Tires and Tubes,174,221,
21-06-2016,Tires and Tubes,450,527,
21-06-2016,Tires and Tubes,64,82,
09-07-2016,Tires and Tubes,619,773,
09-07-2016,Tires and Tubes,60,77,
10-07-2016,Tires and Tubes,75,84,
10-07-2016,Tires and Tubes,600,755,
10-07-2016,Tires and Tubes,14,16,
16-07-2016,Tires and Tubes,172,211,
16-07-2016,Tires and Tubes,16,20,
16-07-2016,Socks,243,324,
17-07-2016,Tires and Tubes,150,209,
28-07-2016,Tires and Tubes,44,54,
27-08-2015,Tires and Tubes,400,450,
27-08-2015,Tires and Tubes,14,14,
23-09-2015,Tires and Tubes,85,88,
09-10-2015,Tires and Tubes,20,22,
09-10-2015,Tires and Tubes,172,179,
09-10-2015,Tires and Tubes,60,65,
17-10-2015,Tires and Tubes,150,166,
17-10-2015,Socks,117,113,
19-10-2015,Tires and Tubes,65,78,
21-10-2015,Socks,198,225,
22-11-2015,Tires and Tubes,64,74,
22-11-2015,Tires and Tubes,129,146,
22-11-2015,Tires and Tubes,53,55,
23-01-2016,Jerseys,1566,1678,
13-04-2016,Jerseys,108,133,
07-08-2015,Cleaners,87,87,
09-10-2015,Cleaners,151,154,
01-02-2016,Tires and Tubes,140,169,
01-02-2016,Tires and Tubes,46,50,
28-03-2016,Tires and Tubes,105,124,
29-04-2016,Tires and Tubes,70,86,
17-06-2016,Tires and Tubes,12,14,
23-07-2016,Tires and Tubes,72,89,
23-07-2016,Tires and Tubes,21,26,
08-08-2015,Tires and Tubes,554,538,
08-08-2015,Tires and Tubes,68,78,
15-08-2015,Tires and Tubes,96,112,
15-08-2015,Socks,252,252,
05-11-2015,Tires and Tubes,456,516,
05-11-2015,Tires and Tubes,100,122,
07-11-2015,Tires and Tubes,40,40,
09-11-2015,Tires and Tubes,430,435,
11-12-2015,Tires and Tubes,88,87,
29-12-2015,Tires and Tubes,5,5,
31-12-2015,Tires and Tubes,725,806,
31-12-2015,Tires and Tubes,55,59,
16-01-2016,Tires and Tubes,72,94,
16-01-2016,Helmets,35,48,
16-06-2016,Tires and Tubes,25,29,
28-06-2016,Tires and Tubes,96,116,
27-07-2016,Helmets,175,215,
27-07-2016,Gloves,98,108,
27-07-2016,Tires and Tubes,12,15,
19-08-2015,Tires and Tubes,30,29,
19-08-2015,Helmets,70,82,
12-10-2015,Tires and Tubes,175,189,
12-10-2015,Tires and Tubes,18,22,
01-11-2015,Tires and Tubes,36,43,
01-11-2015,Helmets,1015,1094,
10-12-2015,Tires and Tubes,44,45,
23-12-2015,Tires and Tubes,435,439,
23-12-2015,Tires and Tubes,90,90,
08-02-2016,Tires and Tubes,455,633,
08-02-2016,Tires and Tubes,85,97,
01-03-2016,Tires and Tubes,978,1183,
01-03-2016,Tires and Tubes,100,144,
04-04-2016,Tires and Tubes,559,715,
04-04-2016,Tires and Tubes,16,21,
18-04-2016,Tires and Tubes,913,1097,
18-04-2016,Tires and Tubes,12,15,
26-09-2015,Tires and Tubes,720,764,
26-09-2015,Tires and Tubes,65,70,
19-11-2015,Tires and Tubes,870,925,
19-11-2015,Tires and Tubes,50,52,
19-11-2015,Tires and Tubes,37,38,
26-01-2016,Tires and Tubes,70,90,
12-02-2016,Tires and Tubes,90,124,
17-02-2016,Tires and Tubes,35,42,
25-02-2016,Tires and Tubes,110,139,
25-02-2016,Tires and Tubes,62,81,
28-03-2016,Tires and Tubes,36,38,
04-04-2016,Tires and Tubes,98,106,
04-04-2016,Tires and Tubes,64,79,
12-04-2016,Tires and Tubes,100,140,
22-05-2016,Tires and Tubes,135,157,
22-05-2016,Tires and Tubes,37,47,
25-06-2016,Tires and Tubes,88,112,
25-06-2016,Tires and Tubes,52,65,
25-06-2016,Tires and Tubes,7,9,
29-06-2016,Tires and Tubes,15,17,
12-07-2015,Tires and Tubes,10,10,
12-07-2015,Tires and Tubes,175,199,
06-08-2015,Tires and Tubes,450,487,
06-08-2015,Tires and Tubes,57,65,
20-08-2015,Tires and Tubes,28,31,
20-08-2015,Tires and Tubes,293,284,
20-08-2015,Tires and Tubes,55,58,
22-08-2015,Jerseys,250,271,
03-09-2015,Tires and Tubes,360,408,
06-09-2015,Tires and Tubes,120,121,
06-09-2015,Tires and Tubes,115,119,
08-09-2015,Jerseys,378,370,
15-09-2015,Tires and Tubes,72,84,
15-09-2015,Tires and Tubes,652,751,
15-09-2015,Tires and Tubes,39,41,
03-10-2015,Jerseys,400,435,
10-10-2015,Tires and Tubes,625,769,
10-10-2015,Tires and Tubes,14,15,
13-10-2015,Tires and Tubes,390,474,
13-10-2015,Tires and Tubes,60,67,
26-10-2015,Tires and Tubes,420,493,
30-10-2015,Tires and Tubes,65,79,
30-10-2015,Tires and Tubes,570,607,
04-11-2015,Tires and Tubes,60,65,
12-11-2015,Tires and Tubes,870,904,
12-11-2015,Tires and Tubes,150,174,
12-11-2015,Tires and Tubes,21,24,
17-11-2015,Tires and Tubes,90,101,
17-11-2015,Tires and Tubes,450,478,
18-11-2015,Jerseys,200,188,
23-11-2015,Tires and Tubes,56,60,
23-11-2015,Tires and Tubes,473,514,
27-11-2015,Jerseys,900,997,
30-11-2015,Tires and Tubes,21,24,
30-11-2015,Jerseys,108,120,
16-12-2015,Tires and Tubes,75,82,
16-12-2015,Tires and Tubes,18,19,
16-12-2015,Tires and Tubes,300,319,
16-12-2015,Tires and Tubes,80,81,
27-03-2016,Touring Bikes,742,1053,
07-04-2016,Touring Bikes,742,685,
07-04-2016,Caps,126,144,
13-03-2016,Touring Bikes,2384,3143,
24-07-2015,Touring Bikes,742,808,
23-08-2015,Touring Bikes,2384,2619,
09-04-2016,Touring Bikes,2384,3271,
14-05-2016,Touring Bikes,742,934,
07-07-2015,Touring Bikes,742,815,
07-07-2015,Jerseys,300,385,
19-04-2016,Touring Bikes,742,683,
16-04-2016,Touring Bikes,742,759,
25-04-2016,Touring Bikes,742,617,
15-06-2016,Touring Bikes,2384,2051,
24-10-2015,Touring Bikes,2384,3068,
26-08-2015,Bottles and Cages,45,66,
07-04-2016,Touring Bikes,742,833,
07-04-2016,Helmets,210,264,
30-06-2016,Touring Bikes,742,780,
30-06-2016,Helmets,875,915,
14-07-2015,Helmets,525,530,
07-12-2015,Helmets,840,726,
08-09-2015,Vests,1842,2028,
08-09-2015,Hydration Packs,330,485,
23-05-2016,Touring Bikes,742,734,
23-05-2016,Helmets,455,764,
17-07-2015,Touring Bikes,1215,1441,
24-08-2015,Touring Bikes,742,826,
16-05-2016,Socks,225,219,
24-08-2015,Touring Bikes,742,859,
22-04-2016,Tires and Tubes,10,14,
22-04-2016,Tires and Tubes,493,424,
16-05-2016,Tires and Tubes,174,223,
16-05-2016,Tires and Tubes,5,5,
16-05-2016,Helmets,595,876,
18-05-2016,Tires and Tubes,100,116,
18-05-2016,Helmets,595,543,
19-11-2015,Tires and Tubes,754,987,
19-11-2015,Tires and Tubes,125,158,
19-11-2015,Helmets,140,198,
17-05-2016,Touring Bikes,742,909,
04-10-2015,Bike Stands,1113,1294,
23-05-2016,Touring Bikes,742,602,
23-05-2016,Socks,243,227,
25-01-2016,Tires and Tubes,60,72,
25-01-2016,Helmets,385,462,
29-01-2016,Tires and Tubes,20,30,
22-04-2016,Tires and Tubes,172,258,
22-04-2016,Tires and Tubes,4,6,
22-04-2016,Helmets,840,1230,
29-08-2015,Tires and Tubes,56,72,
29-08-2015,Tires and Tubes,537,733,
29-08-2015,Helmets,490,612,
11-09-2015,Caps,9,12,
08-07-2016,Tires and Tubes,70,90,
08-07-2016,Jerseys,1250,1984,
18-10-2015,Tires and Tubes,16,20,
18-10-2015,Tires and Tubes,21,30,
18-10-2015,Tires and Tubes,34,45,
12-02-2016,Tires and Tubes,110,174,
05-03-2016,Tires and Tubes,240,214,
04-09-2015,Tires and Tubes,280,217,
04-09-2015,Tires and Tubes,110,102,
04-09-2015,Helmets,385,397,
24-09-2015,Helmets,805,1027,
04-10-2015,Tires and Tubes,80,91,
04-10-2015,Helmets,175,148,
14-11-2015,Tires and Tubes,95,113,
14-11-2015,Helmets,595,813,
30-12-2015,Tires and Tubes,5,8,
05-01-2016,Tires and Tubes,500,689,
05-01-2016,Tires and Tubes,16,19,
10-01-2016,Tires and Tubes,5,7,
10-01-2016,Jerseys,600,734,
25-01-2016,Tires and Tubes,365,472,
25-01-2016,Tires and Tubes,24,31,
02-02-2016,Jerseys,486,670,
05-03-2016,Tires and Tubes,135,176,
05-03-2016,Tires and Tubes,30,35,
23-03-2016,Tires and Tubes,95,121,
23-03-2016,Jerseys,950,1171,
27-03-2016,Tires and Tubes,100,119,
28-03-2016,Tires and Tubes,68,93,
28-03-2016,Jerseys,1000,1234,
28-04-2016,Tires and Tubes,65,74,
28-04-2016,Tires and Tubes,32,39,
28-04-2016,Tires and Tubes,88,123,
17-05-2016,Tires and Tubes,120,163,
17-05-2016,Tires and Tubes,725,972,
17-05-2016,Tires and Tubes,18,23,
02-06-2016,Jerseys,250,300,
06-06-2016,Tires and Tubes,75,104,
06-06-2016,Tires and Tubes,720,839,
17-06-2016,Tires and Tubes,95,135,
19-06-2016,Jerseys,162,203,
03-07-2016,Tires and Tubes,150,180,
03-07-2016,Tires and Tubes,35,43,
17-07-2016,Tires and Tubes,85,96,
29-07-2016,Tires and Tubes,8,10,
29-07-2016,Tires and Tubes,150,182,
08-07-2015,Tires and Tubes,630,741,
08-07-2015,Tires and Tubes,90,113,
08-07-2015,Tires and Tubes,9,9,
23-08-2015,Tires and Tubes,130,137,
23-08-2015,Tires and Tubes,50,56,
20-09-2015,Tires and Tubes,44,53,
20-09-2015,Tires and Tubes,451,511,
21-09-2015,Tires and Tubes,913,1004,
21-09-2015,Tires and Tubes,32,34,
24-09-2015,Tires and Tubes,290,321,
24-09-2015,Tires and Tubes,45,47,
06-10-2015,Tires and Tubes,480,501,
06-10-2015,Tires and Tubes,150,162,
06-10-2015,Tires and Tubes,25,29,
19-10-2015,Tires and Tubes,236,263,
19-10-2015,Tires and Tubes,88,95,
19-10-2015,Tires and Tubes,41,46,
28-10-2015,Tires and Tubes,105,118,
28-10-2015,Jerseys,1400,1401,
24-12-2015,Jerseys,1134,1224,
31-12-2015,Tires and Tubes,45,46,
31-12-2015,Tires and Tubes,30,33,
21-08-2015,Tires and Tubes,60,83,
16-05-2016,Touring Bikes,742,557,
16-05-2016,Hydration Packs,110,138,
19-01-2016,Caps,270,391,
19-02-2016,Helmets,70,92,
19-02-2016,Tires and Tubes,150,237,
19-02-2016,Tires and Tubes,23,35,
02-11-2015,Tires and Tubes,645,939,
02-11-2015,Tires and Tubes,9,12,
06-11-2015,Tires and Tubes,90,123,
06-11-2015,Tires and Tubes,9,12,
15-11-2015,Tires and Tubes,623,822,
17-09-2015,Bike Stands,477,653,
25-11-2015,Caps,171,152,
18-07-2015,Touring Bikes,2384,2380,
18-08-2015,Touring Bikes,1215,1130,
18-11-2015,Touring Bikes,2384,2146,
25-01-2016,Socks,207,269,
06-01-2016,Road Bikes,1120,1312,
06-01-2016,Helmets,735,1185,
06-01-2016,Caps,72,99,
04-05-2016,Touring Bikes,742,1013,
04-05-2016,Helmets,945,1380,
04-05-2016,Caps,162,253,
27-10-2015,Touring Bikes,742,817,
27-10-2015,Bike Stands,1431,1958,
05-06-2016,Helmets,875,1241,
26-07-2016,Tires and Tubes,559,898,
26-07-2016,Tires and Tubes,72,103,
26-07-2016,Tires and Tubes,64,91,
14-09-2015,Tires and Tubes,451,637,
12-02-2016,Tires and Tubes,451,678,
04-05-2016,Tires and Tubes,408,645,
04-05-2016,Tires and Tubes,108,170,
15-05-2016,Tires and Tubes,5,7,
10-11-2015,Tires and Tubes,645,940,
10-01-2016,Caps,162,186,
10-01-2016,Tires and Tubes,90,148,
10-01-2016,Caps,45,55,
27-08-2015,Tires and Tubes,130,143,
27-08-2015,Bottles and Cages,5,4,
27-08-2015,Bottles and Cages,153,155,
15-04-2016,Tires and Tubes,451,586,
18-09-2015,Tires and Tubes,30,26,
22-02-2016,Touring Bikes,1215,1352,
19-03-2016,Helmets,630,746,
03-04-2016,Touring Bikes,742,809,
03-04-2016,Helmets,980,1163,
19-07-2016,Helmets,350,487,
21-07-2015,Touring Bikes,742,666,
08-09-2015,Touring Bikes,1215,1138,
08-09-2015,Helmets,630,733,
14-09-2015,Touring Bikes,2384,2252,
14-09-2015,Helmets,105,127,
09-10-2015,Touring Bikes,1215,1141,
25-11-2015,Helmets,735,818,
31-12-2015,Touring Bikes,2384,2148,
08-04-2016,Caps,117,117,
01-12-2015,Caps,198,237,
10-01-2016,Tires and Tubes,473,715,
10-01-2016,Tires and Tubes,92,131,
10-01-2016,Tires and Tubes,11,16,
20-12-2015,Helmets,35,30,
20-12-2015,Jerseys,500,415,
05-05-2016,Socks,207,229,
05-06-2016,Touring Bikes,742,596,
24-04-2016,Helmets,385,435,
10-05-2016,Helmets,350,443,
06-04-2016,Tires and Tubes,130,124,
06-04-2016,Tires and Tubes,275,401,
06-04-2016,Tires and Tubes,55,74,
24-04-2016,Jerseys,1500,1496,
10-05-2016,Tires and Tubes,135,153,
28-09-2015,Tires and Tubes,135,151,
28-09-2015,Jerseys,918,808,
10-10-2015,Tires and Tubes,30,42,
10-10-2015,Helmets,490,606,
14-03-2016,Road Bikes,540,577,
14-03-2016,Helmets,140,183,
04-05-2016,Road Bikes,1701,1729,
04-05-2016,Helmets,105,145,
31-12-2015,Road Bikes,540,528,
25-03-2016,Tires and Tubes,30,28,
25-03-2016,Bottles and Cages,20,20,
25-03-2016,Bottles and Cages,63,73,
04-06-2016,Touring Bikes,742,723,
04-06-2016,Cleaners,8,12,
05-05-2016,Tires and Tubes,86,142,
05-05-2016,Tires and Tubes,46,71,
29-03-2016,Gloves,147,192,
15-09-2015,Tires and Tubes,100,93,
15-09-2015,Helmets,70,71,
21-01-2016,Jerseys,800,1220,
14-10-2015,Touring Bikes,742,874,
14-10-2015,Helmets,840,1026,
13-10-2015,Touring Bikes,2384,2262,
18-06-2016,Touring Bikes,742,953,
18-06-2016,Helmets,140,184,
29-07-2015,Helmets,735,893,
01-03-2016,Helmets,140,225,
14-10-2015,Bottles and Cages,162,211,
14-10-2015,Bottles and Cages,10,14,
14-10-2015,Helmets,385,509,
06-11-2015,Bottles and Cages,280,275,
06-11-2015,Bottles and Cages,65,48,
19-06-2016,Bottles and Cages,270,338,
19-06-2016,Bottles and Cages,10,13,
19-06-2016,Cleaners,239,344,
16-07-2015,Bottles and Cages,5,4,
16-07-2015,Bottles and Cages,18,13,
27-04-2016,Helmets,210,271,
25-03-2016,Gloves,294,376,
04-04-2016,Gloves,367,432,
02-04-2016,Tires and Tubes,945,953,
02-04-2016,Tires and Tubes,2,2,
20-04-2016,Socks,9,11,
26-11-2015,Cleaners,127,175,
15-06-2016,Touring Bikes,742,587,
15-06-2016,Bottles and Cages,126,204,
11-06-2016,Touring Bikes,742,558,
11-06-2016,Helmets,1015,1207,
15-06-2016,Helmets,385,576,
19-11-2015,Touring Bikes,742,889,
19-11-2015,Helmets,840,1110,
21-02-2016,Tires and Tubes,200,171,
29-09-2015,Tires and Tubes,24,35,
29-09-2015,Tires and Tubes,98,103,
29-09-2015,Tires and Tubes,62,73,
26-04-2016,Gloves,539,684,
27-05-2016,Gloves,416,490,
06-06-2016,Gloves,294,336,
12-04-2016,Socks,189,265,
02-11-2015,Socks,189,190,
05-02-2016,Tires and Tubes,70,83,
05-02-2016,Tires and Tubes,16,20,
08-03-2016,Tires and Tubes,175,218,
14-03-2016,Tires and Tubes,70,85,
12-05-2016,Tires and Tubes,140,178,
12-05-2016,Tires and Tubes,130,168,
29-05-2016,Tires and Tubes,125,165,
29-05-2016,Tires and Tubes,23,25,
30-05-2016,Tires and Tubes,172,216,
30-05-2016,Tires and Tubes,116,143,
09-06-2016,Tires and Tubes,65,86,
17-06-2016,Tires and Tubes,2,3,
19-06-2016,Tires and Tubes,33,41,
19-06-2016,Tires and Tubes,24,33,
11-07-2016,Tires and Tubes,21,26,
21-07-2016,Tires and Tubes,39,51,
12-08-2015,Tires and Tubes,105,114,
12-08-2015,Tires and Tubes,64,74,
19-08-2015,Tires and Tubes,50,56,
25-08-2015,Tires and Tubes,145,170,
25-08-2015,Tires and Tubes,23,26,
17-09-2015,Tires and Tubes,75,79,
02-10-2015,Tires and Tubes,46,53,
08-10-2015,Tires and Tubes,225,248,
08-10-2015,Tires and Tubes,90,101,
10-11-2015,Tires and Tubes,245,267,
10-11-2015,Tires and Tubes,75,91,
10-11-2015,Tires and Tubes,16,18,
09-12-2015,Tires and Tubes,95,109,
09-12-2015,Tires and Tubes,735,797,
24-12-2015,Tires and Tubes,53,51,
30-09-2015,Tires and Tubes,782,1108,
30-09-2015,Jerseys,1200,1580,
31-10-2015,Tires and Tubes,451,628,
31-10-2015,Tires and Tubes,68,84,
31-10-2015,Jerseys,1150,1305,
17-02-2016,Tires and Tubes,350,582,
17-02-2016,Tires and Tubes,75,113,
03-10-2015,Tires and Tubes,638,872,
03-10-2015,Tires and Tubes,65,88,
03-10-2015,Tires and Tubes,62,81,
10-02-2016,Hydration Packs,495,750,
10-02-2016,Vests,1461,2347,
23-05-2016,Tires and Tubes,100,123,
23-05-2016,Cleaners,167,194,
15-06-2016,Tires and Tubes,85,143,
28-11-2015,Tires and Tubes,667,841,
28-11-2015,Tires and Tubes,125,147,
29-12-2015,Tires and Tubes,65,62,
29-12-2015,Tires and Tubes,870,698,
29-12-2015,Tires and Tubes,23,32,
27-02-2016,Tires and Tubes,16,25,
27-02-2016,Tires and Tubes,500,681,
27-02-2016,Helmets,700,784,
27-02-2016,Jerseys,950,1106,
19-12-2015,Tires and Tubes,550,778,
19-09-2015,Road Bikes,2443,2815,
19-09-2015,Tires and Tubes,522,679,
19-09-2015,Tires and Tubes,72,92,
19-09-2015,Tires and Tubes,32,40,
19-09-2015,Bike Stands,795,1038,
13-01-2016,Helmets,490,616,
02-03-2016,Helmets,595,734,
29-04-2016,Helmets,315,411,
11-05-2016,Helmets,490,626,
07-09-2015,Helmets,595,636,
12-10-2015,Helmets,105,126,
29-12-2015,Helmets,910,1100,
05-03-2016,Tires and Tubes,322,401,
05-03-2016,Tires and Tubes,64,87,
05-03-2016,Helmets,630,755,
23-03-2016,Helmets,385,512,
17-04-2016,Tires and Tubes,28,39,
17-04-2016,Tires and Tubes,945,1233,
23-04-2016,Tires and Tubes,115,165,
23-04-2016,Helmets,840,1086,
25-04-2016,Tires and Tubes,68,96,
25-04-2016,Tires and Tubes,21,26,
04-05-2016,Helmets,140,181,
21-05-2016,Tires and Tubes,53,64,
28-05-2016,Tires and Tubes,493,601,
28-05-2016,Tires and Tubes,150,193,
28-05-2016,Tires and Tubes,7,9,
15-07-2016,Tires and Tubes,782,1012,
15-07-2016,Tires and Tubes,28,33,
07-08-2015,Tires and Tubes,840,950,
07-08-2015,Tires and Tubes,20,22,
02-10-2015,Helmets,315,330,
19-10-2015,Tires and Tubes,175,192,
19-10-2015,Tires and Tubes,25,28,
19-10-2015,Helmets,840,928,
31-10-2015,Helmets,455,518,
12-11-2015,Tires and Tubes,4,5,
12-11-2015,Helmets,770,786,
30-11-2015,Tires and Tubes,120,130,
30-11-2015,Tires and Tubes,840,987,
30-11-2015,Helmets,665,757,
26-12-2015,Tires and Tubes,45,61,
26-12-2015,Tires and Tubes,5,7,
26-12-2015,Cleaners,32,40,
03-08-2015,Tires and Tubes,110,145,
29-11-2015,Road Bikes,2443,3089,
29-11-2015,Hydration Packs,275,392,
29-11-2015,Helmets,945,1200,
29-11-2015,Caps,225,270,
01-12-2015,Bottles and Cages,9,12,
01-12-2015,Bottles and Cages,120,159,
09-05-2016,Tires and Tubes,65,79,
04-01-2016,Mountain Bikes,2295,2555,
16-06-2016,Mountain Bikes,2320,3232,
16-06-2016,Bottles and Cages,40,67,
16-06-2016,Bottles and Cages,140,162,
25-08-2015,Tires and Tubes,15,19,
29-12-2015,Road Bikes,2443,2583,
29-12-2015,Tires and Tubes,76,98,
29-12-2015,Tires and Tubes,98,131,
16-08-2015,Socks,162,173,
15-10-2015,Socks,243,249,
22-02-2016,Helmets,1050,1809,
11-01-2016,Bottles and Cages,65,86,
18-01-2016,Road Bikes,2443,2848,
18-01-2016,Bottles and Cages,30,40,
18-01-2016,Bottles and Cages,144,190,
22-03-2016,Road Bikes,1120,1161,
26-03-2016,Bottles and Cages,120,156,
14-04-2016,Road Bikes,2443,2683,
14-04-2016,Bottles and Cages,126,161,
23-04-2016,Bottles and Cages,90,111,
23-04-2016,Bottles and Cages,30,40,
11-06-2016,Bottles and Cages,130,161,
11-06-2016,Bottles and Cages,70,87,
24-04-2015,Road Bikes,783,721,
07-05-2015,Road Bikes,2443,2485,
25-08-2015,Road Bikes,540,471,
25-08-2015,Bottles and Cages,50,52,
25-08-2015,Bottles and Cages,36,40,
08-09-2015,Bottles and Cages,225,252,
08-09-2015,Bottles and Cages,125,138,
27-11-2015,Bottles and Cages,30,33,
27-11-2015,Bottles and Cages,70,78,
29-11-2015,Road Bikes,2443,2526,
06-12-2015,Road Bikes,1701,1527,
17-12-2015,Bottles and Cages,75,81,
17-12-2015,Bottles and Cages,234,243,
02-02-2016,Jerseys,800,1073,
07-01-2016,Tires and Tubes,45,67,
02-02-2016,Tires and Tubes,70,105,
29-06-2016,Tires and Tubes,350,538,
29-06-2016,Tires and Tubes,20,29,
22-10-2015,Tires and Tubes,140,195,
22-10-2015,Tires and Tubes,69,97,
24-09-2015,Tires and Tubes,25,24,
31-01-2016,Tires and Tubes,20,18,
31-01-2016,Tires and Tubes,7,12,
17-12-2015,Tires and Tubes,45,37,
14-06-2016,Tires and Tubes,5,7,
14-06-2016,Tires and Tubes,46,67,
09-12-2015,Tires and Tubes,39,51,
25-09-2015,Tires and Tubes,15,15,
25-09-2015,Helmets,560,868,
07-02-2016,Bottles and Cages,120,148,
07-02-2016,Bottles and Cages,207,272,
28-06-2016,Bottles and Cages,70,92,
28-06-2016,Bottles and Cages,100,128,
20-10-2015,Road Bikes,540,508,
20-10-2015,Bottles and Cages,54,59,
20-10-2015,Bottles and Cages,85,100,
14-12-2015,Road Bikes,2443,2296,
14-12-2015,Bottles and Cages,9,11,
14-12-2015,Bottles and Cages,30,33,
18-09-2015,Tires and Tubes,84,110,
18-09-2015,Tires and Tubes,425,501,
18-09-2015,Helmets,245,188,
18-09-2015,Jerseys,1350,1409,
10-02-2016,Tires and Tubes,2,3,
18-03-2016,Tires and Tubes,46,58,
13-05-2016,Tires and Tubes,245,299,
13-05-2016,Tires and Tubes,135,156,
13-05-2016,Tires and Tubes,108,131,
13-05-2016,Tires and Tubes,587,745,
13-05-2016,Tires and Tubes,66,80,
13-05-2016,Tires and Tubes,140,166,
13-05-2016,Helmets,210,247,
13-05-2016,Caps,18,20,
13-05-2016,Jerseys,1242,1342,
24-12-2015,Tires and Tubes,525,593,
24-12-2015,Tires and Tubes,35,40,
24-12-2015,Helmets,1015,1050,
13-01-2016,Helmets,35,41,
14-01-2016,Tires and Tubes,120,141,
14-01-2016,Tires and Tubes,400,542,
14-01-2016,Tires and Tubes,30,37,
07-04-2016,Tires and Tubes,250,341,
15-04-2016,Tires and Tubes,130,172,
15-04-2016,Helmets,980,1277,
29-04-2016,Helmets,420,533,
09-11-2015,Tires and Tubes,424,499,
09-11-2015,Tires and Tubes,112,123,
09-11-2015,Tires and Tubes,66,66,
10-02-2016,Tires and Tubes,315,430,
10-02-2016,Tires and Tubes,110,129,
10-02-2016,Tires and Tubes,9,11,
12-02-2016,Tires and Tubes,92,111,
12-02-2016,Tires and Tubes,325,364,
16-02-2016,Tires and Tubes,35,44,
26-03-2016,Tires and Tubes,96,127,
26-03-2016,Tires and Tubes,196,267,
27-06-2016,Tires and Tubes,630,783,
16-09-2015,Tires and Tubes,450,513,
16-09-2015,Tires and Tubes,5,5,
23-09-2015,Tires and Tubes,630,720,
23-09-2015,Tires and Tubes,80,88,
23-09-2015,Tires and Tubes,57,66,
27-09-2015,Tires and Tubes,55,63,
28-09-2015,Tires and Tubes,45,51,
28-09-2015,Tires and Tubes,360,410,
10-10-2015,Tires and Tubes,450,538,
10-10-2015,Tires and Tubes,34,37,
11-12-2015,Tires and Tubes,65,67,
11-12-2015,Tires and Tubes,23,24,
12-02-2016,Gloves,220,211,
12-02-2016,Helmets,1050,1219,
06-03-2016,Helmets,420,523,
21-03-2016,Helmets,910,1067,
24-02-2016,Tires and Tubes,135,162,
24-02-2016,Tires and Tubes,62,77,
01-03-2016,Tires and Tubes,489,639,
01-03-2016,Tires and Tubes,80,94,
01-03-2016,Tires and Tubes,57,75,
26-10-2015,Tires and Tubes,5,6,
26-10-2015,Tires and Tubes,27,28,
10-01-2016,Road Bikes,1701,1734,
10-09-2015,Road Bikes,540,500,
24-11-2015,Road Bikes,1701,1426,
29-10-2015,Helmets,35,42,
09-11-2015,Helmets,35,40,
20-07-2016,Cleaners,32,44,
20-07-2016,Bike Stands,636,751,
26-01-2016,Tires and Tubes,70,90,
07-02-2016,Tires and Tubes,1015,1248,
25-02-2016,Tires and Tubes,70,92,
07-04-2016,Tires and Tubes,325,416,
07-04-2016,Tires and Tubes,16,21,
09-04-2016,Tires and Tubes,717,869,
09-04-2016,Tires and Tubes,12,16,
